DrugBank ID,drug_name,PX,ST_VIRUS,cleaned_smiles,scaffolds,clusters
,,5.4318,Influenza A virus,C=C(C(=O)OCCCCCCCCCCN1CCN(C)CC1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,C=C(C(=O)OCCCCCCCCCCN1CCNCC1)C1CCCC2CC(=O)C=C2C1,-1
,,5.43,Cytomegalovirus,CCCCCCCCCCCCc1cc2cn([C@H]3CC[C@@H](CO)O3)c(=O)nc2o1,O=c1nc2occc2cn1C1CCCO1,830
,Hopeaphenol,5.43,Herpes simplex virus,Oc1ccc([C@@H]2c3c(O)cc(O)cc3[C@@H]3c4c(cc(O)cc4[C@H]2[C@@H]2c4cc(O)cc5c4[C@@H](c4cc(O)cc(O)c4[C@H]2c2ccc(O)cc2)[C@H](c2ccc(O)cc2)O5)O[C@H]3c2ccc(O)cc2)cc1,c1ccc(C2Oc3cccc4c3C2c2ccccc2C(c2ccccc2)C4C2c3cccc4c3C(c3ccccc3C2c2ccccc2)C(c2ccccc2)O4)cc1,-1
,,5.43,Herpes simplex virus,COc1cc(/C=C/C(=O)O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3CC[C@@H]3[C@H]5[C@H](C(C)(C)O)CC[C@]5(C(=O)O)CC[C@]34C)C2(C)C)ccc1O,O=C(C=Cc1ccccc1)OC1CCC2C(CCC3C2CCC2C4CCCC4CCC23)C1,-1
,,5.43,Cytomegalovirus,COc1ccc2cc(O)c(C(=O)NCc3ccc([N+](=O)[O-])cc3)cc2c1,O=C(NCc1ccccc1)c1ccc2ccccc2c1,-1
,,5.42946,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1[C@H](c2ncc(-c3ccc(-c4ccc(-c5cnc([C@@H]6C[C@@]7(C)C[C@H]7N6C(=O)[C@@H](NC(=O)OC)C6C[C@@H](C)O[C@H](C)C6)[nH]5)cc4)cc3)[nH]2)C[C@@]2(C)C[C@@H]12)C1C[C@@H](C)O[C@H](C)C1,O=C(CC1CCOCC1)N1C(c2ncc(-c3ccc(-c4ccc(-c5cnc(C6CC7CC7N6C(=O)CC6CCOCC6)[nH]5)cc4)cc3)[nH]2)CC2CC21,-1
,,5.42701,Hepatitis C virus,CC(=O)OC[C@H]1O[C@@H](Sc2ccc(NC(=O)[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]3O[Si](C)(C)C(C)(C)C)cn2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,O=C(Nc1ccc(SC2CCCCO2)nc1)C1CCC(n2ccc(=O)[nH]c2=O)O1,867
,,5.42597,Hepatitis C virus,C[C@]1(CO)O[C@@H](n2cc(I)c3c(N)ncnc32)[C@H](O)[C@@H]1O,c1ncc2ccn(C3CCCO3)c2n1,-1
,,5.42597,Hepatitis C virus,CCOC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(F)[C@@H]1O)Oc1cccc2ccccc12,O=[PH](OCC1CCC(c2ccc3cncnn23)O1)Oc1cccc2ccccc12,-1
DB01238,Aripiprazole,5.42481,Ebola virus,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4)CC3)cc2N1,-1
,,5.4231,Influenza B virus,C=C(C(=O)NCc1cn(Cc2ccccc2Cl)nn1)[C@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,C=C(C(=O)NCc1cn(Cc2ccccc2)nn1)C1CCCC2CC(=O)C=C2C1,868
,,5.42136,Hepatitis B virus,COc1cc2nc(CSc3ccccc3)c(-c3nnc(C)s3)cc2c(CN(C)C)c1O,c1ccc(SCc2nc3ccccc3cc2-c2nncs2)cc1,-1
,Urumin,5.42022,Influenza A virus,CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)[C@@H](C)CC,O=C(CNC(=O)CNC(=O)C1CCCN1)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc1c[nH]cn1)C(=O)NCC(=O)NCCc1ccccc1,-1
,,5.42022,Hepatitis C virus,CC[C@@H](N[C@@H](C)CC(=O)NCCN)c1ccc(Cl)c(Oc2ccc(N)c(C)c2)c1F,c1ccc(Oc2ccccc2)cc1,-1
,,5.42022,Hepatitis C virus,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5/C=C\CCCCCN(NC(=O)OC(C)(C)C)C(=O)N4C3)cc(-c3ccccc3)nc2c1,O=C1NC2CC2C=CCCCCCNC(=O)N2CC(Oc3cc(-c4ccccc4)nc4ccccc34)CC12,-1
,,5.42022,Influenza A virus,CCCC1CCC2(CC1)SC(C)C(=O)N2NC(=O)c1cc(Cl)ccc1OC,O=C(NN1C(=O)CSC12CCCCC2)c1ccccc1,-1
,,5.42,Respiratory syncytial virus,C[C@H](Nc1c(F)c(F)nc(F)c1F)C(=O)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,O=C(CNc1ccncc1)NC1N=C(c2ccccc2)c2ccccc2NC1=O,844
,SBX-084,5.42,Cytomegalovirus,CC(c1cccc(-n2cccn2)c1)c1cnc(N2CCc3ccc(Br)cc3C2)s1,c1cc(Cc2cnc(N3CCc4ccccc4C3)s2)cc(-n2cccn2)c1,190
,RP-I-15,5.42,Herpes simplex virus,N#CC1(Cc2cccc(F)c2)C(c2ccc(Cl)cc2)Nc2ccccc2S1(=O)=O,O=S1(=O)c2ccccc2NC(c2ccccc2)C1Cc1ccccc1,189
,"3,5-Dicaffeoylquinic acid methyl ester",5.42,Respiratory syncytial virus,COC(=O)[C@]1(O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](O)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1,O=C(C=Cc1ccccc1)OC1CCCC(OC(=O)C=Cc2ccccc2)C1,126
,,5.42,Rhinovirus,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NN(CCC(N)=O)C(=O)CBr,c1ccccc1,-1
,,5.42,Herpes simplex virus,O=c1c2cccc(Cl)c2[nH]c2cc(O)cc(O)c12,O=c1c2ccccc2[nH]c2ccccc12,-1
,,5.42,Dengue virus,COc1cc(C)c(C(=O)NS(=O)(=O)c2cccc3cccnc23)cc1-c1ccc(C#CCO)s1,O=C(NS(=O)(=O)c1cccc2cccnc12)c1cccc(-c2cccs2)c1,-1
,,5.42,West Nile virus,C#CCSc1nnc(-c2ccc(C)cc2)c2ccccc12,c1ccc(-c2nncc3ccccc23)cc1,-1
,,5.41861,Influenza A virus,C=C(C(=O)OC)[C@@H]1CC[C@H](C)[C@H]2C(=C(C)C(=O)[C@@H]2C(O)c2ccc([N+](=O)[O-])s2)C1,O=C1C=C2CCCCCC2C1Cc1cccs1,-1
,2-Octynoic acid,5.41794,Hepatitis C virus,CCCCCC#CC(=O)O,,-1
,,5.41613,Influenza A virus,CNC(=O)[C@]1(O)C[C@H](NS(=O)(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](O)[C@@H](NS(=O)(=O)/C=C/c2ccc(O)c(O)c2)C1,O=S(=O)(C=Cc1ccccc1)NC1CCCC(NS(=O)(=O)C=Cc2ccccc2)C1,-1
,,5.41567,Hepatitis B virus,Cc1cn([C@@H]2O[C@H](CO)[C@H](O)[C@H]2F)c(=O)[nH]c1=O,O=c1ccn(C2CCCO2)c(=O)[nH]1,108
,Adamantylamide dipeptide,5.41567,Avian influenza virus,C[C@H](N)C(=O)N[C@H](CCC(=O)NC12CC3CC(CC(C3)C1)C2)C(N)=O,C1C2CC3CC1CC(C2)C3,-1
,,5.41567,Influenza A virus,CC[C@H](C)/C=C(C)/C=C/C1=CC2=C(Cl)C(=O)[C@](C)(OC(C)=O)C(=O)C2=CN1c1cnc2ccccc2c1,O=C1C=C2C=CN(c3cnc4ccccc4c3)C=C2C(=O)C1,-1
,,5.41531,Hepatitis B virus,O=c1[nH]c(=O)n([C@H]2C[C@H](F)[C@@H](CO)O2)cc1CO,O=c1ccn(C2CCCO2)c(=O)[nH]1,-1
,,5.41,Enterovirus,CN(C)C(=O)Oc1ccc2c(=O)n(Cc3cccc(NS(=O)(=O)NCCC#N)c3F)c(=O)oc2c1,O=c1oc2ccccc2c(=O)n1Cc1ccccc1,-1
,,5.40894,Hepatitis C virus,O=C(CC(=O)c1nnc[nH]1)c1ccc(OCc2ccc(F)cc2)cc1,O=C(CC(=O)c1nnc[nH]1)c1ccc(OCc2ccccc2)cc1,869
,3-Deoxysappanchalcone,5.40894,Influenza A virus,COc1cc(O)ccc1C(=O)/C=C/c1ccc(O)cc1,O=C(C=Cc1ccccc1)c1ccccc1,-1
,,5.40894,Influenza A virus,C=CC(=O)N[C@@H]1[C@@H](O)C[C@](SCCCCCCCCCCCC)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,C1CCOCC1,-1
,,5.40894,Hepatitis C virus,Nc1c(C(=O)N2CCOCC2)sc2nc3c(c(C(F)(F)F)c12)CCc1ccccc1-3,O=C(c1cc2cc3c(nc2s1)-c1ccccc1CC3)N1CCOCC1,-1
,,5.40894,Hepatitis C virus,CN(C)CCCn1c(N)nc2ccc3c(c21)CC(CN(C)C)CO3,c1nc2ccc3c(c2[nH]1)CCCO3,-1
,,5.40894,Hepatitis C virus,CCOC(=O)[C@H](CCSC)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(F)[C@@H]1O)Oc1ccccc1,O=[PH](OCC1CCC(c2ccc3cncnn23)O1)Oc1ccccc1,-1
,,5.40871,Hepatitis B virus,CC[C@H](C)[C@H](N)C(=O)OCCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCOC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1,O=C(Cc1ccc(-c2ccccc2)cc1)OCCO[PH](=O)COCCn1cnc2cncnc21,-1
,,5.40671,Influenza A virus,C[C@H]1[C@H](NCc2sc(C#N)cc2C2CC2)C[C@@H]2C[C@H]1C2(C)C,c1cc(C2CC2)c(CNC2CC3CC(C3)C2)s1,-1
,,5.40561,Hepatitis B virus,Fc1cccc(B2OCc3cc(Cl)ccc32)c1,c1ccc(B2OCc3ccccc32)cc1,-1
,,5.4045,Hepatitis B virus,CC(=O)Nc1ccc(C[C@H](NC(=O)c2ccccc2)C(=O)N[C@H](CO)Cc2ccccc2)cc1,O=C(NC(Cc1ccccc1)C(=O)NCCc1ccccc1)c1ccccc1,-1
,,5.4023,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1[C@@H](C)CC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CC[C@H](C)N5C(=O)[C@@H](NC(=O)OC)[C@@H]5C[C@H](C)O[C@H](C)C5)[nH]4)cc3)cc2)[nH]1)[C@@H]1C[C@H](C)O[C@H](C)C1,O=C(CC1CCOCC1)N1CCCC1c1ncc(-c2ccc(-c3ccc(-c4cnc(C5CCCN5C(=O)CC5CCOCC5)[nH]4)cc3)cc2)[nH]1,870
,,5.4,Varicella zoster virus,O=C(c1ccc(F)cc1)n1c(=O)c2ccccc2n(Cc2cn(CCCOCc3ccccc3)nn2)c1=O,O=C(c1ccccc1)n1c(=O)c2ccccc2n(Cc2cn(CCCOCc3ccccc3)nn2)c1=O,858
,LCB-2147,5.4,Cytomegalovirus,COc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OC(C)C)Oc2ccccc2)[C@@](C)(Cc2nnn[nH]2)[C@@H]1F,O=[PH](OCC1OC(n2cnc3cncnc32)CC1Cc1nnn[nH]1)Oc1ccccc1,-1
DB08756,Y-27632,5.4,Epstein Barr virus,C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1,O=C(Nc1ccncc1)C1CCCCC1,-1
DB00836,Loperamide hydrochloride,5.4,Coronavirus,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,c1ccc(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,-1
DB00661,Verapamil hydrochloride,5.4,Ebola virus,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,c1ccc(CCCCNCCc2ccccc2)cc1,-1
,3-Deaza-5'-noraristeromycin,5.4,Parainfluenza virus,Nc1nccc2c1ncn2[C@@H]1C[C@H](O)[C@@H](O)[C@H]1O,c1cc2c(cn1)ncn2C1CCCC1,-1
,,5.4,Cytomegalovirus,O=C(O)c1cn(Cc2ccc(F)c(Cl)c2)cc(O)c1=O,O=c1ccn(Cc2ccccc2)cc1,-1
,,5.4,Cytomegalovirus,Nc1ncnc2c1sc1ncn([C@H]3C[C@H](O)[C@@H](CO)O3)c12,c1ncc2sc3ncn(C4CCCO4)c3c2n1,-1
,,5.4,Poliovirus,CC(C)(C)C1CCc2c(sc3c2c(=O)n(C2CCCCC2)c2nncn32)C1,O=c1c2c3c(sc2n2cnnc2n1C1CCCCC1)CCCC3,-1
,,5.4,Varicella zoster virus,CC(=O)OC[C@H]1O[C@@H](n2cc(/C(Cl)=C\S(=O)(=O)c3ccc(C)cc3)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O,O=c1[nH]c(=O)n(C2CCCO2)cc1C=CS(=O)(=O)c1ccccc1,-1
,,5.4,Cytomegalovirus,C#CCCSc1nnc2c(n1)C(C)(C)[C@@H]1CC[C@]3(C)[C@H](CC[C@@H]4[C@H]5[C@H](C(=C)C)CC[C@]5(C(=O)O)CC[C@]43C)[C@@]1(C)C2,c1nnc2c(n1)CC1CCC3C(CCC4C5CCCC5CCC43)C1C2,-1
,,5.39903,Hepatitis C virus,O=C(CCNS(=O)(=O)c1ccccc1)N1CCN(C(=O)CCNS(=O)(=O)c2ccccc2)CC1,O=C(CCNS(=O)(=O)c1ccccc1)N1CCN(C(=O)CCNS(=O)(=O)c2ccccc2)CC1,-1
,,5.39794,Hepatitis C virus,CCOC(=O)[C@H](C)N[P@@]1(=O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@](C)(O)[C@@H]2O1,O=c1ncccn1C1CC2O[PH](=O)OCC2O1,871
,ADN-9,5.39794,Hepatitis B virus,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\c2ccc(Cl)cc2)OC1=O,C=C1CCC2CCCCC2C1C=CC1=CC(=Cc2ccccc2)OC1=O,-1
,,5.39794,Hepatitis B virus,Fc1ccc(C2N=C(c3ccccn3)NC(CN3CCOCC3)=C2I)c(Cl)c1,C1=C(CN2CCOCC2)NC(c2ccccn2)=NC1c1ccccc1,-1
,,5.39794,Hepatitis C virus,O=C(NC1CCN(Cc2ccccc2)CC1)c1cccc2c(=O)n(-c3cccc(Cl)c3)c(=O)[nH]c12,O=C(NC1CCN(Cc2ccccc2)CC1)c1cccc2c(=O)n(-c3ccccc3)c(=O)[nH]c12,-1
,,5.39794,Influenza A virus,CCC(CC)Nc1cc(C(=O)O)ccc1N1C(=O)CCC1(CN)CO,O=C1CCCN1c1ccccc1,-1
,,5.39794,Influenza A virus,CCC1(CC)C2CC3CC(C2)CC1(NC)C3,C1C2CC3CC1CC(C2)C3,-1
,,5.39794,Influenza A virus,CC(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(N)=O)C(C)C)[C@@H](C)O,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)N1CCCC1,-1
,,5.39794,Hepatitis C virus,CCCCCCCOC(=O)[C@H](C)NP1(=O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@](C)(O)[C@@H]2O1,O=c1ncccn1C1CC2O[PH](=O)OCC2O1,-1
,,5.39794,Hepatitis B virus,Cc1ccc(-c2nc3n(c2Nc2ccc4c(c2)OCCO4)CC(C)CC3)o1,c1coc(-c2nc3n(c2Nc2ccc4c(c2)OCCO4)CCCC3)c1,-1
,,5.39794,Marburg virus,CC1CCN(CCC(=O)O[C@@H]2C[C@@H]3CC[C@@]2(C)C3(C)C)CC1,O=C(CCN1CCCCC1)OC1CC2CCC1C2,-1
,,5.39794,Hepatitis C virus,O=c1cc(OCc2cccc(I)c2)oc2ccc(OCc3cccc(Cl)c3)c(O)c12,O=c1cc(OCc2ccccc2)oc2ccc(OCc3ccccc3)cc12,-1
,,5.3974,Hepatitis C virus,CC(=O)OC[C@H]1O[C@@H](Sc2ccc(NC(=O)[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]3O[Si](C)(C)C(C)(C)C)cn2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,O=C(Nc1ccc(SC2CCCCO2)nc1)C1CCC(n2ccc(=O)[nH]c2=O)O1,867
,,5.39469,Influenza A virus,Cc1ccc(C(=O)c2cn(Cc3ccc(F)cc3)c3ccc(Cl)cc23)cc1,O=C(c1ccccc1)c1cn(Cc2ccccc2)c2ccccc12,-1
,,5.39254,Influenza A virus,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4C(=O)C=C4[C@@H]6CC(C)(C)CC[C@]6(C(=O)OCc6ccccc6)CC[C@]45C)C3(C)C)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,O=C1C=C2C(CCC3(C(=O)OCc4ccccc4)CCCCC23)C2CCC3CC(OC4OCC(OC5CCCCO5)CC4OC4CCCCO4)CCC3C12,-1
,,5.39147,Hepatitis C virus,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@](O)(c2cccc(F)c2)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,O=C(NC1(C(=O)NS(=O)(=O)C2CC2)CC1)C1CC(c2ccccc2)CN1,348
,,5.39041,Hepatitis C virus,CC1(C)CC(=O)C2=C(C1)Nc1c(O)cccc1N(S(=O)(=O)CC(=O)Nc1ccccn1)C2c1ccc(OCc2ccccc2)cc1Cl,O=C(CS(=O)(=O)N1c2ccccc2NC2=C(C(=O)CCC2)C1c1ccc(OCc2ccccc2)cc1)Nc1ccccn1,-1
,,5.39021,Hepatitis C virus,Cn1c2cc(N3CCN(c4ccccn4)CC3)c(N)cc2c(=O)c2c(O)cc(O)cc21,O=c1c2ccccc2[nH]c2cc(N3CCN(c4ccccn4)CC3)ccc12,-1
,BILD-1351,5.39,Herpes simplex virus,CC[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)N[C@H]1[C@@H](C)CCC[C@H]1C)C(C)(C)C)CC(=O)C(C)(C)C)C1(C(=O)O)CCCC1)C(C)(C)C,O=C(CCC(=O)NCC1CCCC1)CNC(=O)NC1CCCCC1,-1
,3-Methyl-cycloSal-BVDU,5.39,Epstein Barr virus,Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1O)OC2,O=c1ccn(C2CCC(COP3(=O)OCc4ccccc4O3)O2)c(=O)[nH]1,-1
DB00194,Vidarabine,5.39,Varicella zoster virus,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,c1ncc2ncn(C3CCCO3)c2n1,-1
,,5.39,Cytomegalovirus,C=CCc1cccc(/C=N/NC(=O)CNC(=O)c2cccc(Cl)c2)c1O,O=C(CNC(=O)c1ccccc1)NN=Cc1ccccc1,-1
,,5.39,Respiratory syncytial virus,COc1ccc2c(SCC(=O)Nc3ccc(Cl)c(Cl)c3)c[nH]c2c1Br,O=C(CSc1c[nH]c2ccccc12)Nc1ccccc1,-1
,,5.39,Dengue virus,COc1cc(-c2cnc3c(N4CCNC(=O)C4)snc3c2)ccc1N,O=C1CN(c2snc3cc(-c4ccccc4)cnc23)CCN1,-1
,,5.38722,Influenza A virus,CCCN=C1C[C@H]2CC[C@]1(C)C2(C)C,N=C1CC2CCC1C2,834
,PBHBV-001,5.38722,Hepatitis B virus,Fc1cccc(Cl)c1C1CC(c2ccc(Cl)cc2)Nc2ncnn21,c1ccc(C2CC(c3ccccc3)n3ncnc3N2)cc1,-1
,,5.38722,Influenza A virus,COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,O=C1C=C2C3CCCCC3CCC2C2CCC3CC(OC4OCC(OC5CCCCO5)CC4OC4CCCCO4)CCC3C12,-1
,,5.38722,Influenza A virus,CCc1nc(C)c(CN[C@@H]2C[C@@H]3C[C@H]([C@H]2C)C3(C)C)[nH]1,c1ncc(CNC2CC3CC(C3)C2)[nH]1,-1
,,5.38722,Hepatitis B virus,CC1=C(I)C(c2ccc(F)cc2Cl)N=C(c2ccccn2)N1,C1=CC(c2ccccc2)N=C(c2ccccn2)N1,-1
,,5.38405,Hepatitis B virus,Cc1cn([C@H]2C[C@@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,O=c1ccn(C2CCCO2)c(=O)[nH]1,85
,,5.38405,Avian influenza virus,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)NCCN2CCOCC2)CC[C@H]1C,O=C(NCCN1CCOCC1)C12CCCCC1C1=CCC3C4CCC(OC5OCC(OC6CCCCO6)CC5OC5CCCCO5)CC4CCC3C1CC2,-1
,,5.38274,Influenza virus,CCOC(=O)c1c(CSc2nc(-c3ccccc3)cs2)n(C2CC2)c2cc(Br)c(O)c(CN(C)C)c12,c1ccc(-c2csc(SCc3cc4ccccc4n3C3CC3)n2)cc1,-1
,,5.38195,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1[C@@H](C)CC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CC[C@H](C)N5C(=O)[C@@H](NC(=O)OC)C5C[C@@H](C)O[C@H](C)C5)[nH]4)c(F)c3)cc2)[nH]1)C1C[C@@H](C)O[C@H](C)C1,O=C(CC1CCOCC1)N1CCCC1c1ncc(-c2ccc(-c3ccc(-c4cnc(C5CCCN5C(=O)CC5CCOCC5)[nH]4)cc3)cc2)[nH]1,870
,,5.38195,Influenza A virus,O=C(c1cccc(F)c1)c1cn(Cc2ccc(F)cc2)c2ccc(Cl)cc12,O=C(c1ccccc1)c1cn(Cc2ccccc2)c2ccccc12,-1
,,5.38195,Hepatitis C virus,O=C(OCc1cc(=O)c(O)co1)c1ccc(Cl)cc1,O=C(OCc1cc(=O)cco1)c1ccccc1,-1
,,5.38075,Hepatitis B virus,C=Cc1cn(CCC(CO)CO)c(=O)[nH]c1=O,O=c1cc[nH]c(=O)[nH]1,-1
,Chondroitin-4-sulfate,5.38,Dengue virus,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](OS(=O)(=O)O)[C@@H]1O[C@@H]1O[C@H](C(=O)O)C[C@H](O)[C@H]1O,C1CCC(OC2CCOCC2)OC1,32
,LY-343814,5.38,Rhinovirus,CCCCN1C(=O)c2ccccc2C(C(C)=O)C1=O,O=C1Cc2ccccc2C(=O)N1,-1
,SID-109967235,5.38,Respiratory syncytial virus,COc1ccc(C)c(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cccc3cccnc23)c1,O=C(Nc1ccccc1)C1CCCN1S(=O)(=O)c1cccc2cccnc12,-1
,(+)-alpha-Viniferin,5.38,Herpes simplex virus,Oc1ccc([C@H]2Oc3cc(O)cc4c3[C@@H]2c2cc(O)cc3c2[C@@H](c2cc(O)cc5c2[C@@H]4[C@H](c2ccc(O)cc2)O5)[C@H](c2ccc(O)cc2)O3)cc1,c1ccc(C2Oc3cccc4c3C2c2cccc3c2C(c2cccc5c2C4C(c2ccccc2)O5)C(c2ccccc2)O3)cc1,-1
,,5.38,Varicella zoster virus,O=[N+]([O-])c1cccc(S(=O)(=O)n2c(CCc3ccccn3)nc3cc(Cl)c(Cl)cc32)c1,O=S(=O)(c1ccccc1)n1c(CCc2ccccn2)nc2ccccc21,-1
,NSC-4493,5.37675,Filovirus,O=C(N/N=C/c1ccc(Cl)cc1Cl)c1ccccc1SSc1ccccc1C(=O)N/N=C/c1ccc(Cl)cc1Cl,O=C(NN=Cc1ccccc1)c1ccccc1SSc1ccccc1C(=O)NN=Cc1ccccc1,-1
,Nabi-3700.003,5.37675,Hepatitis B virus,O=C1NNC(=O)c2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)N1,O=C1NNC(=O)c2c(ncn2C2CCCO2)N1,-1
,,5.37675,Hepatitis B virus,O=C1Cc2ccccc2C(=O)N1O,O=C1Cc2ccccc2C(=O)N1,-1
,,5.37469,Hepatitis B virus,CC(C)C[C@H](N)C(=O)OCCCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCCCOC(=O)[C@@H](N)CC(C)C,c1ncc2nc[nH]c2n1,-1
,SB-242084,5.37161,Hepatitis C virus,Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,O=C(Nc1ccc(Oc2cccnc2)nc1)N1CCc2ccccc21,-1
,Diasarone I,5.37,Dengue virus,CCC(/C(C)=C/c1cc(OC)c(OC)cc1OC)c1cc(OC)c(OC)cc1OC,C(=Cc1ccccc1)Cc1ccccc1,-1
